m1,b1,m2,b2,mode,load,tput_m1,tput_m2,total_p90_m1,total_p90_m2,total_p99_m1,total_p99_m2,total_p100_m1,total_p100_m2,slo_m1,slo_violation_m1,slo_m2,slo_violation_m2,slo_violation_no,job_mix
resnet101,8,resnet34,2,mps-uncap,1.0,1022.7171350732424,767.8514757779457,7.96971321105957,3.0508041381835938,8.119878768920898,3.2043266296386714,9.243249893188477,4.174470901489258,"[41.705965995788574, 134.9987268447876]",0,"[6.753325462341309, 21.199584007263184]",0,0,resnet101-8-resnet34-2
resnet101,32,resnet34,16,mps-uncap,1.0,1342.4713142249698,1695.3655501275184,24.36041831970215,11.560440063476562,24.564123153686523,12.1155858039856,26.14879608154297,12.523412704467772,"[100.55983066558838, 559.5760583877563]",0,"[12.609004974365234, 35.66241264343262]",0,0,resnet101-32-resnet34-16
resnet101,32,resnet34,32,mps-uncap,1.0,1159.808149314341,2469.6613502864184,27.95672416687012,14.973640441894531,28.45344305038452,15.312361717224125,29.61397171020508,17.479419708251953,"[100.55983066558838, 559.5760583877563]",0,"[23.201465606689453, 60.73904037475586]",0,0,resnet101-32-resnet34-32
resnet101,2,resnet34,16,mps-uncap,1.0,296.7463134010921,3556.9437965920574,7.34713077545166,4.610300064086914,7.55620002746582,4.692039489746094,8.913278579711914,5.825996398925781,"[37.6279354095459, 98.98934364318852]",0,"[12.609004974365234, 35.66241264343262]",0,0,resnet101-2-resnet34-16
resnet101,8,resnet34,32,mps-uncap,1.0,570.0180558331359,3806.797468829691,15.253520011901855,8.821964263916016,15.672996044158936,8.950257301330568,16.00050926208496,10.074853897094728,"[41.705965995788574, 134.9987268447876]",0,"[23.201465606689453, 60.73904037475586]",0,0,resnet101-8-resnet34-32
resnet101,16,resnet34,2,mps-uncap,1.0,1353.8937674078445,534.4550236998983,11.926937103271484,4.777288436889648,12.019739151000977,5.184726715087891,13.06748390197754,5.705118179321289,"[48.97916316986084, 134.917950630188]",0,"[6.753325462341309, 21.199584007263184]",0,0,resnet101-16-resnet34-2
resnet101,32,resnet34,4,mps-uncap,1.0,1561.060622628246,585.3575314795476,20.724773406982425,9.600400924682615,20.87283134460449,9.765291213989258,23.05769920349121,10.029315948486328,"[100.55983066558838, 559.5760583877563]",0,"[6.506919860839844, 19.17881965637207]",0,0,resnet101-32-resnet34-4
resnet101,2,resnet34,32,mps-uncap,1.0,207.11480498080184,4495.236807583648,10.943841934204102,7.239580154418945,11.754274368286133,7.328510284423828,12.145280838012695,8.507728576660156,"[37.6279354095459, 98.98934364318852]",0,"[23.201465606689453, 60.73904037475586]",0,0,resnet101-2-resnet34-32
resnet101,8,resnet34,16,mps-uncap,1.0,750.0776221566844,2803.3896963993047,10.977745056152344,6.117105484008789,11.186349391937256,6.2493896484375,13.335704803466797,7.488727569580078,"[41.705965995788574, 134.9987268447876]",0,"[12.609004974365234, 35.66241264343262]",0,0,resnet101-8-resnet34-16
resnet101,2,resnet34,2,mps-uncap,1.0,372.1829842436844,997.6835191077856,5.52058219909668,2.080869674682617,5.675058364868164,2.140522003173828,6.603240966796875,3.3283233642578125,"[37.6279354095459, 98.98934364318852]",0,"[6.753325462341309, 21.199584007263184]",0,0,resnet101-2-resnet34-2
resnet101,32,resnet34,2,mps-uncap,1.0,1614.1409310944075,336.21499292103067,19.94452476501465,8.949518203735352,20.054945945739743,9.478199481964111,22.375822067260746,10.097026824951172,"[100.55983066558838, 559.5760583877563]",0,"[6.753325462341309, 21.199584007263184]",0,0,resnet101-32-resnet34-2
resnet101,16,resnet34,8,mps-uncap,1.0,1189.3162423405738,1543.7935558505867,13.740015029907228,6.161046028137208,13.899736404418944,6.510934829711913,14.360904693603516,7.40814208984375,"[48.97916316986084, 134.917950630188]",0,"[8.031487464904785, 22.634100914001465]",0,0,resnet101-16-resnet34-8
resnet34,16,resnet34,2,mps-uncap,1.0,3598.21364613037,677.3344349298881,4.523515701293945,3.4160614013671875,4.593005180358887,3.679399490356445,5.7315826416015625,4.398345947265625,"[12.609004974365234, 35.66241264343262]",0,"[6.753325462341309, 21.199584007263184]",0,0,resnet34-16-resnet34-2
resnet34,4,resnet34,8,mps-uncap,1.0,1418.3341337361055,2390.783699014636,2.895355224609375,3.4186840057373047,2.969722747802734,3.490846157073974,4.051446914672852,4.513025283813477,"[6.506919860839844, 19.17881965637207]",0,"[8.031487464904785, 22.634100914001465]",0,0,resnet34-4-resnet34-8
resnet34,2,resnet34,8,mps-uncap,1.0,842.2167815561638,2495.9255504142607,2.4871826171875,3.271341323852539,2.562916278839112,3.350169658660889,3.8514137268066406,4.373788833618164,"[6.753325462341309, 21.199584007263184]",0,"[8.031487464904785, 22.634100914001465]",0,0,resnet34-2-resnet34-8
resnet34,2,resnet34,32,mps-uncap,1.0,462.4859424129435,4523.310392898525,5.697298049926758,7.145166397094727,6.184730529785156,7.201163768768311,7.2841644287109375,8.354902267456055,"[6.753325462341309, 21.199584007263184]",0,"[23.201465606689453, 60.73904037475586]",0,0,resnet34-2-resnet34-32
alexnet,8,vgg16,16,mps-uncap,1.0,2117.010971634408,1411.4372871951591,5.9108734130859375,11.444544792175291,6.0460734367370605,11.56538963317871,6.894350051879883,12.514591217041016,"[618.685245513916, 1469.8224782943723]",0,"[36.31937503814697, 116.04452133178712]",0,0,alexnet-8-vgg16-16
alexnet,2,vgg16,32,mps-uncap,1.0,416.214497592728,1641.2854272069828,11.456966400146484,19.785737991333008,11.821670532226562,20.03942012786865,12.17198371887207,22.076845169067383,"[2.0967721939086914, 5.826306343078614]",1,"[59.967875480651855, 190.44158458709745]",0,1,alexnet-2-vgg16-32
alexnet,8,vgg16,8,mps-uncap,1.0,2595.38686746198,1239.8464249054246,4.004001617431641,6.771087646484375,4.057645797729492,6.946558952331543,5.272865295410156,8.116722106933594,"[618.685245513916, 1469.8224782943723]",0,"[18.642187118530277, 53.190302848815925]",0,0,alexnet-8-vgg16-8
alexnet,16,vgg16,2,mps-uncap,1.0,8122.500382541274,614.3803593864226,2.166748046875,3.575563430786133,2.319302558898926,3.717660903930664,3.270864486694336,4.510641098022461,"[9.903192520141602, 800.369453430176]",0,"[6.448507308959961, 18.3983325958252]",0,0,alexnet-16-vgg16-2
alexnet,4,vgg16,4,mps-uncap,1.0,2976.84101142548,1002.13444272764,1.6536712646484375,4.189968109130859,1.820662021636962,4.438388347625732,2.7747154235839844,5.483865737915039,"[15.523195266723633, 111.34619712829594]",0,"[9.12332534790039, 28.58603000640869]",0,0,alexnet-4-vgg16-4
alexnet,32,vgg16,4,mps-uncap,1.0,9653.520205253682,817.7610269503381,3.671884536743164,5.1593780517578125,3.788316249847412,5.252389907836915,5.110263824462891,6.093263626098633,"[11.010289192199709, 27.551174163818366]",0,"[9.12332534790039, 28.58603000640869]",0,0,alexnet-32-vgg16-4
alexnet,8,vgg16,2,mps-uncap,1.0,4914.595364107146,622.466168299518,1.7789840698242183,3.344058990478516,1.891412734985351,3.4331250190734863,3.092527389526367,4.564762115478516,"[618.685245513916, 1469.8224782943723]",0,"[6.448507308959961, 18.3983325958252]",0,0,alexnet-8-vgg16-2
alexnet,8,vgg16,32,mps-uncap,1.0,1214.5450551865345,1589.9799986223193,12.090682983398438,20.332765579223636,12.448084354400637,20.61380386352539,13.659954071044922,23.478269577026367,"[618.685245513916, 1469.8224782943723]",0,"[59.967875480651855, 190.44158458709745]",0,0,alexnet-8-vgg16-32
alexnet,2,vgg16,4,mps-uncap,1.0,1689.9891492362108,1025.6828394333947,1.5532970428466797,4.074811935424805,1.773357391357422,4.204645156860352,2.6090145111083984,5.267858505249023,"[2.0967721939086914, 5.826306343078614]",0,"[9.12332534790039, 28.58603000640869]",0,0,alexnet-2-vgg16-4
alexnet,2,vgg16,8,mps-uncap,1.0,1062.2605702591063,1289.0940691239073,2.785205841064453,6.326198577880859,2.8402280807495117,6.410462856292725,4.204511642456055,7.604598999023437,"[2.0967721939086914, 5.826306343078614]",0,"[18.642187118530277, 53.190302848815925]",0,0,alexnet-2-vgg16-8
mobilenet_v2,16,squeezenet1_0,4,mps-uncap,1.0,4143.492969779365,1898.1282557159168,3.963088989257813,2.601861953735352,4.009246826171875,2.887735366821289,5.134105682373047,3.628015518188477,"[10.136961936950684, 25.838327407836918]",0,"[6.941795349121094, 17.28706359863282]",0,0,mobilenet_v2-16-squeezenet1_0-4
mobilenet_v2,16,squeezenet1_0,16,mps-uncap,1.0,2982.9544854928267,3592.9445898312024,5.634379386901856,4.763960838317871,5.8696818351745605,4.846501350402832,6.599903106689453,6.042718887329102,"[10.136961936950684, 25.838327407836918]",0,"[21.50583267211914, 115.78102111816403]",0,0,mobilenet_v2-16-squeezenet1_0-16
mobilenet_v2,16,squeezenet1_0,32,mps-uncap,1.0,2130.617714921075,4261.268895718492,7.5778961181640625,7.560968399047852,7.617249488830566,7.597572803497314,10.041475296020508,10.039329528808594,"[10.136961936950684, 25.838327407836918]",0,"[61.8593692779541, 328.75738143920904]",0,0,mobilenet_v2-16-squeezenet1_0-32
mobilenet_v2,4,squeezenet1_0,32,mps-uncap,1.0,647.6667993598054,5181.34239016204,6.229877471923828,6.20722770690918,6.289885044097901,6.252050399780273,7.408857345581055,7.408380508422852,"[7.328152656555176, 20.46399116516113]",0,"[61.8593692779541, 328.75738143920904]",0,0,mobilenet_v2-4-squeezenet1_0-32
densenet161,8,mobilenet_v2,2,mps-uncap,1.0,664.4080694700741,824.4780723079573,12.314081192016602,2.846002578735352,12.566063404083248,3.0293536186218257,13.549327850341797,3.7527084350585938,"[39.22939300537109, 130.18898963928223]",0,"[11.06250286102295, 28.213596343994148]",0,0,densenet161-8-mobilenet_v2-2
densenet161,2,mobilenet_v2,16,mps-uncap,1.0,153.29332093889332,4673.102853998203,13.49480152130127,3.6368370056152335,13.716256618499754,3.713359832763672,14.570951461791992,4.640817642211914,"[31.385421752929688, 97.31435775756836]",0,"[10.136961936950684, 25.838327407836918]",0,0,densenet161-2-mobilenet_v2-16
densenet161,4,mobilenet_v2,4,mps-uncap,1.0,388.1125636602084,1722.5709795246332,10.54706573486328,2.375364303588867,12.502851486206056,2.4547576904296875,13.862133026123049,3.4029483795166016,"[34.93690490722656, 104.54678535461426]",0,"[7.328152656555176, 20.46399116516113]",0,0,densenet161-4-mobilenet_v2-4
densenet161,8,mobilenet_v2,8,mps-uncap,1.0,522.322928421334,2790.9737782557304,15.645051002502443,3.8194656372070312,15.921592712402344,4.132986068725586,17.627477645874023,4.339456558227539,"[39.22939300537109, 130.18898963928223]",0,"[9.105205535888672, 28.820157051086422]",0,0,densenet161-8-mobilenet_v2-8
densenet161,4,mobilenet_v2,32,mps-uncap,1.0,196.3126394127163,5069.802786481875,21.325063705444336,6.797552108764648,22.26856231689453,6.892731189727783,22.660493850708008,7.431983947753906,"[34.93690490722656, 104.54678535461426]",0,"[21.3320255279541, 89.20621871948254]",0,0,densenet161-4-mobilenet_v2-32
densenet161,2,mobilenet_v2,2,mps-uncap,1.0,203.3560591814987,876.6694595828751,9.891748428344728,2.3069381713867188,10.19179344177246,2.655062675476074,11.476755142211914,3.4685134887695312,"[31.385421752929688, 97.31435775756836]",0,"[11.06250286102295, 28.213596343994148]",0,0,densenet161-2-mobilenet_v2-2
densenet161,32,mobilenet_v2,32,mps-uncap,1.0,638.7889662269403,3193.092199619184,50.3835916519165,14.448022842407228,50.61285972595215,15.473394393920897,50.9185791015625,15.842199325561523,"[150.1929759979248, 402.6620864868164]",0,"[21.3320255279541, 89.20621871948254]",0,0,densenet161-32-mobilenet_v2-32
mobilenet_v2,32,resnet50,8,mps-uncap,1.0,4300.72802414103,983.7430444957776,7.657289505004883,8.508610725402832,7.745459079742431,10.027475357055666,8.889436721801758,10.46466827392578,"[21.3320255279541, 89.20621871948254]",0,"[31.15856647491455, 100.51560401916504]",0,0,mobilenet_v2-32-resnet50-8
mobilenet_v2,2,resnet50,16,mps-uncap,1.0,660.7115478800456,2269.0695440567606,3.950834274291992,7.130622863769531,4.231929779052734,7.19451904296875,4.502534866333008,8.221864700317383,"[11.06250286102295, 28.213596343994148]",0,"[33.52701663970947, 110.16175746917725]",0,0,mobilenet_v2-2-resnet50-16
mobilenet_v2,8,resnet50,16,mps-uncap,1.0,1928.5502729959635,1928.6119087946768,5.068540573120117,8.353948593139648,5.157709121704102,8.413166999816895,6.349325180053711,10.900259017944336,"[9.105205535888672, 28.820157051086422]",0,"[33.52701663970947, 110.16175746917725]",0,0,mobilenet_v2-8-resnet50-16
mobilenet_v2,2,resnet50,32,mps-uncap,1.0,450.7940401813586,2599.2057395088214,6.983089447021484,12.365341186523438,7.546663284301758,12.417101860046388,8.060932159423828,14.928102493286133,"[11.06250286102295, 28.213596343994148]",0,"[71.20847702026367, 551.6562938690189]",0,0,mobilenet_v2-2-resnet50-32
mobilenet_v2,4,resnet50,4,mps-uncap,1.0,1675.4261670513283,1235.8461606592232,2.4406909942626958,3.4017562866210938,2.50910758972168,3.559281826019287,3.7381649017333984,4.51207160949707,"[7.328152656555176, 20.46399116516113]",0,"[15.934944152832031, 48.004198074340856]",0,0,mobilenet_v2-4-resnet50-4
mobilenet_v2,16,resnet50,8,mps-uncap,1.0,3528.996935540648,1197.053962498937,4.8274993896484375,7.26628303527832,4.9102067947387695,7.401478290557862,5.476474761962891,7.69495964050293,"[10.136961936950684, 25.838327407836918]",0,"[31.15856647491455, 100.51560401916504]",0,0,mobilenet_v2-16-resnet50-8
mobilenet_v2,8,resnet50,8,mps-uncap,1.0,2581.620895303656,1468.4533193962218,3.423929214477539,5.685806274414063,3.509223461151123,5.794038772583008,4.547595977783203,6.742954254150391,"[9.105205535888672, 28.820157051086422]",0,"[31.15856647491455, 100.51560401916504]",0,0,mobilenet_v2-8-resnet50-8
mobilenet_v2,2,resnet50,8,mps-uncap,1.0,827.6702169689657,1838.1262367464756,2.622365951538086,4.490375518798828,2.7885198593139653,4.61653470993042,3.923416137695313,5.667924880981445,"[11.06250286102295, 28.213596343994148]",0,"[31.15856647491455, 100.51560401916504]",0,0,mobilenet_v2-2-resnet50-8
mobilenet_v2,8,resnet50,4,mps-uncap,1.0,3073.50688614894,1007.3918034664988,2.7139425277709965,4.273653030395508,2.788305282592773,4.438567161560059,3.825664520263672,5.536556243896484,"[9.105205535888672, 28.820157051086422]",0,"[15.934944152832031, 48.004198074340856]",0,0,mobilenet_v2-8-resnet50-4
mobilenet_v2,4,resnet50,8,mps-uncap,1.0,1638.2602465373463,1668.4720257653223,2.635478973388672,4.948854446411133,2.7806758880615234,5.059409141540527,3.892183303833008,6.829500198364258,"[7.328152656555176, 20.46399116516113]",0,"[31.15856647491455, 100.51560401916504]",0,0,mobilenet_v2-4-resnet50-8
resnet18,4,vgg11,8,mps-uncap,1.0,1035.386389569172,2182.783233351541,4.204273223876953,3.715991973876953,5.011897087097172,3.8071155548095694,5.286455154418945,5.166292190551758,"[4.45866584777832, 12.677240371704103]",0,"[10.160207748413086, 29.346108436584476]",0,0,resnet18-4-vgg11-8
resnet18,32,vgg11,32,mps-uncap,1.0,2282.388532104701,2493.33499145818,15.46931266784668,13.282012939453123,16.609163284301758,13.474473953247069,17.75956153869629,16.024351119995117,"[16.067981719970703, 41.36037826538086]",0,"[40.741920471191406, 130.5216789245609]",0,0,resnet18-32-vgg11-32
resnet18,32,vgg11,4,mps-uncap,1.0,4785.050694121502,1195.983445036131,6.812334060668945,3.763437271118164,6.935834884643555,4.225802421569823,8.115768432617188,5.07044792175293,"[16.067981719970703, 41.36037826538086]",0,"[4.9076080322265625, 14.774084091186523]",0,0,resnet18-32-vgg11-4
resnet18,16,vgg11,4,mps-uncap,1.0,3721.9776369457054,1399.4128898845863,4.673242568969727,3.240609169006348,4.81414794921875,3.437585830688476,5.606412887573242,4.164934158325195,"[7.94684886932373, 23.18594455718994]",0,"[4.9076080322265625, 14.774084091186523]",0,0,resnet18-16-vgg11-4
resnet18,16,vgg11,2,mps-uncap,1.0,4420.478034102545,927.906761036792,3.974437713623047,2.5587081909179688,4.132747650146484,2.64216423034668,5.317449569702148,3.8192272186279297,"[7.94684886932373, 23.18594455718994]",0,"[4.491686820983887, 12.486314773559576]",0,0,resnet18-16-vgg11-2
resnet18,4,vgg11,2,mps-uncap,1.0,1664.6392193335232,1201.5360803289211,2.560853958129883,1.7240047454833984,2.6347017288208003,1.8162727355957031,3.801345825195313,2.956628799438477,"[4.45866584777832, 12.677240371704103]",0,"[4.491686820983887, 12.486314773559576]",0,0,resnet18-4-vgg11-2
resnet18,2,vgg11,4,mps-uncap,1.0,913.8211352932708,1777.8140775944369,2.4559497833251958,2.3865699768066406,2.6526451110839844,2.5529861450195312,3.516197204589844,3.5276412963867188,"[3.32498550415039, 8.381843566894531]",0,"[4.9076080322265625, 14.774084091186523]",0,0,resnet18-2-vgg11-4
resnet18,4,vgg11,4,mps-uncap,1.0,1624.1058390994417,1646.896967369595,2.6378631591796875,2.56204605102539,2.9380321502685547,2.7701854705810547,3.847360610961914,3.809690475463867,"[4.45866584777832, 12.677240371704103]",0,"[4.9076080322265625, 14.774084091186523]",0,0,resnet18-4-vgg11-4
resnet18,32,vgg11,2,mps-uncap,1.0,5688.073017901436,712.9592706601229,5.741024017333984,3.692412376403809,5.929946899414063,4.001622200012206,6.965875625610352,5.036115646362305,"[16.067981719970703, 41.36037826538086]",0,"[4.491686820983887, 12.486314773559576]",0,0,resnet18-32-vgg11-2
resnet18,2,vgg11,16,mps-uncap,1.0,358.89759932345294,2689.92573414918,5.9814453125,6.019353866577148,6.065094470977783,6.189579963684082,7.482528686523437,7.483720779418945,"[3.32498550415039, 8.381843566894531]",0,"[20.45154571533203, 65.66710472106938]",0,0,resnet18-2-vgg11-16
resnet34,32,resnet50,2,mps-uncap,1.0,4391.447766737993,362.4371057837134,7.387876510620117,6.860256195068359,7.461991310119629,7.24029541015625,9.961605072021484,8.07332992553711,"[23.201465606689453, 60.73904037475586]",0,"[15.022516250610352, 47.57630825042726]",0,0,resnet34-32-resnet50-2
resnet34,4,resnet50,32,mps-uncap,1.0,577.9744359483602,2470.500273150724,7.85365104675293,13.030052185058594,9.87600326538086,13.10936689376831,10.043621063232422,15.308141708374023,"[6.506919860839844, 19.17881965637207]",0,"[71.20847702026367, 551.6562938690189]",0,0,resnet34-4-resnet50-32
resnet34,32,resnet50,4,mps-uncap,1.0,4103.78127103907,560.5087155341414,7.906436920166016,7.90576934814453,7.980737686157227,8.048658370971681,10.429859161376951,10.250568389892578,"[23.201465606689453, 60.73904037475586]",0,"[15.934944152832031, 48.004198074340856]",0,0,resnet34-32-resnet50-4
resnet34,32,resnet50,8,mps-uncap,1.0,3628.515868477573,907.6369237240256,8.941960334777832,8.969759941101074,9.073574542999268,9.178614616394045,10.104656219482422,10.225534439086914,"[23.201465606689453, 60.73904037475586]",0,"[31.15856647491455, 100.51560401916504]",0,0,resnet34-32-resnet50-8
